,planet_name,hostname,sys_num_stars,sys_num_planet,discovery_method,discovery_year,discovery_telescope,orbital_period,orbital_semi_major,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,eccentricity,stellar_eff_temp,stellar_radius,stellar_mass,dist_system,dist_system_ly
2669,WASP-70 A b,WASP-70 A,2,1,Transit,2014,Canon 200mm f/1.8L,3.7130203,0.04853,13.047,1.164,187.512,0.59,0.0,5763.0,1.22,1.11,222.355,725.32201
2670,GJ 581 e,GJ 581,1,3,Radial Velocity,2009,3.6 m ESO Telescope,3.149,0.02815,1.17,0.104,1.7,0.0053,0.0,3396.0,0.33,0.31,6.2981,20.5444022
2671,GJ 9066 c,GJ 9066,1,2,Radial Velocity,2020,Multiple Telescopes,767.887,0.87,10.0,0.892,71.6,0.22528,0.33,3305.0,0.18,0.15,4.471,14.584402
2672,GU Psc b,GU Psc,1,1,Imaging,2014,8.19 m Gemini South Telescope,,2000.0,14.179,1.265,3591.3,11.3,,4031.81,0.45,0.33,47.5501,155.1084262
2673,HAT-P-11 b,HAT-P-11,1,2,Transit,2008,Canon 200mm f/1.8L,4.88780244,0.05254,4.36,0.389,26.69772,0.084,0.218,4780.0,0.68,0.81,37.7647,123.18845139999999
2674,HAT-P-1 b,HAT-P-1,2,1,Transit,2006,Canon 200mm f/1.8L,4.46529976,0.05561,14.785,1.319,166.86075,0.525,0.0,5980.0,1.17,1.15,158.979,518.589498
2675,HAT-P-25 b,HAT-P-25,1,1,Transit,2010,Canon 200mm f/1.8L,3.65281514,0.0466,12.722,1.135,180.84527,0.569,0.023,5519.0,0.92,1.01,300.384,979.852608
2676,WASP-88 b,WASP-88,1,1,Transit,2014,Canon 200mm f/1.8L,4.954,0.06431,16.365,1.46,133.4886,0.42,0.0,6430.0,1.8,0.94,523.756,1708.492072
2677,WASP-89 b,WASP-89,1,1,Transit,2015,Canon 200mm f/1.8L,3.3564227,0.0427,11.657,1.04,1875.197,5.9,0.193,5130.0,0.88,0.92,290.946,949.0658520000001
2678,HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,10 m Keck I Telescope,3407.0,4.13,13.3,1.19,731.009,2.3,0.601,4780.0,0.68,0.81,37.7647,123.18845139999999
2679,HAT-P-18 b,HAT-P-18,1,1,Transit,2010,Canon 200mm f/1.8L,5.508023,0.0559,11.153,0.995,62.61,0.197,0.084,4803.0,0.75,0.77,161.4,526.4868
2680,HAT-P-55 b,HAT-P-55,1,1,Transit,2015,Canon 200mm f/1.8L,3.5852467,0.04604,13.249,1.182,184.97706,0.582,0.139,5808.0,1.01,1.01,511.388,1668.1476559999999
2681,WASP-96 b,WASP-96,1,1,Transit,2014,Canon 200mm f/1.8L,3.4252602,0.0453,13.45,1.2,152.55,0.48,0.0,5540.0,1.05,1.06,352.464,1149.737568
2682,WTS-2 b,WTS-2,1,1,Transit,2014,3.8 m United Kingdom Infrared Telescope,1.0187068,0.01855,15.278,1.363,355.9696,1.12,0.0,5000.0,0.75,0.82,1030.7683444,3362.3663394327996
2683,XO-2 S c,XO-2 S,2,3,Radial Velocity,2014,3.58 m Telescopio Nazionale Galileo,120.8,0.4756,13.6,1.21,435.409,1.37,0.1528,5399.0,1.02,0.98,151.398,493.860276
2684,YZ Cet c,YZ Cet,1,3,Radial Velocity,2017,3.6 m ESO Telescope,3.06008,0.0209,1.0,0.089,0.98,0.00308,0.04,3056.0,0.17,0.13,3.71207,12.108772340000002
2685,HAT-P-23 b,HAT-P-23,1,1,Transit,2010,Canon 200mm f/1.8L,1.21288,0.0232,12.218,1.09,425.8922,1.34,0.11,5905.0,0.96,0.58,364.813,1190.020006
2686,HAT-P-26 b,HAT-P-26,1,1,Transit,2010,Canon 200mm f/1.8L,4.23452,0.0479,7.062,0.63,22.2481,0.07,0.12,5079.0,0.87,1.12,141.837,462.67229399999997
2687,HAT-P-3 b,HAT-P-3,2,1,Transit,2007,Canon 200mm f/1.8L,2.8997,0.03866,10.536,0.94,206.5895,0.65,0.0,5185.0,0.87,1.06,134.554,438.915148
2688,HAT-P-30 b,HAT-P-30,2,1,Transit,2011,Canon 200mm f/1.8L,2.8106,0.0419,16.141,1.44,263.7989,0.83,0.04,6304.0,1.31,1.55,213.985,698.01907
2689,HAT-P-36 b,HAT-P-36,1,1,Transit,2011,Canon 200mm f/1.8L,1.32734683,0.0241,14.314,1.277,587.41341,1.8482,0.063,5620.0,1.04,1.03,294.419,960.394778
2690,HAT-P-44 b,HAT-P-44,1,2,Transit,2014,Canon 200mm f/1.8L,4.301219,0.0507,13.922,1.242,111.871,0.352,0.044,5295.0,0.95,0.94,347.85,1134.6867
2691,HATS-18 b,HATS-18,1,1,Transit,2016,Multiple Telescopes,0.83784,0.0174,14.897,1.329,629.14449,1.9795,0.166,5600.0,1.02,1.04,624.368,2036.6884160000002
2692,HAT-P-9 b,HAT-P-9,1,1,Transit,2008,Canon 200mm f/1.8L,3.92281072,0.05287,15.614,1.393,238.05467,0.749,0.084,6350.0,1.34,1.28,455.203,1484.8721859999998
2693,HD 8673 b,HD 8673,2,1,Radial Velocity,2009,2.0 m Alfred Jensch Telescope,1634.0,3.02,12.3,1.1,4513.0,14.2,0.723,6389.05,1.5,1.28,37.8619,123.50551779999999
2694,HAT-P-46 b,HAT-P-46,1,1,Transit,2014,Canon 200mm f/1.8L,4.463129,0.0577,14.392,1.284,156.684,0.493,0.123,6120.0,1.4,1.28,290.736,948.3808319999999
2695,HAT-P-49 b,HAT-P-49,1,1,Transit,2014,Canon 200mm f/1.8L,2.69155,0.04378,17.822,1.59,699.226,2.2,0.0,6820.0,2.06,2.22,350.351,1142.844962
2696,HAT-P-5 b,HAT-P-5,1,1,Transit,2007,Canon 200mm f/1.8L,2.78849,0.04073,13.563,1.21,311.4734,0.98,0.0,5960.0,1.12,1.04,303.336,989.482032
2697,HAT-P-52 b,HAT-P-52,1,1,Transit,2015,multiple telescopes,2.7535953,0.03694,11.31,1.009,259.98494,0.818,0.047,5131.0,0.89,0.89,361.155,1178.0876099999998
2698,HATS-10 b,HATS-10,1,1,Transit,2015,0.18 m Takahashi Epsilon Astrograph,3.312846,0.04491,10.862,0.969,167.17858,0.526,0.501,5880.0,1.1,1.1,534.889,1744.807918
2699,4 UMa b,4 UMa,1,1,Radial Velocity,2006,2.0 m Alfred Jensch Telescope,269.3,0.87,12.7,1.13,2256.5,7.1,0.432,4415.0,18.11,1.23,73.4603,239.62749860000002
2700,47 UMa b,47 UMa,1,3,Radial Velocity,1996,3.0 m C. Donald Shane Telescope,1078.0,2.1,13.2,1.18,804.08,2.53,0.032,5872.0,1.21,1.06,13.7967,45.0048354
2701,6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,1.88 m Telescope,934.3,2.11,13.4,1.19,638.8383,2.01,0.073,4938.0,5.2,1.44,54.6599,178.3005938
2702,CT Cha b,CT Cha,1,1,Imaging,2007,8.2 m ESO VLT UT4 Yepun Telescope,,440.0,24.66,2.2,5403.0,17.0,,4403.0,1.68,,190.72,622.12864
2703,CoRoT-3 b,CoRoT-3,1,1,Transit,2008,0.27 m CoRoT Telescope,4.2568,0.05783,11.32,1.01,6883.91,21.66,0.0,6740.0,1.56,1.37,768.771,2507.731002
2704,55 Cnc c,55 Cnc,2,5,Radial Velocity,2004,9.2 m Hobby-Eberly Telescope,44.3989,0.2373,8.51,0.76,54.4738,0.1714,0.03,5172.0,0.94,0.91,12.5855,41.053900999999996
2705,91 Aqr b,91 Aqr,3,1,Radial Velocity,2013,0.6 m Coude Auxiliary Telescope,181.4,0.7,13.1,1.17,1017.0,3.2,0.027,4665.0,11.0,1.4,44.0304,143.6271648
2706,BD+20 594 b,BD+20 594,1,1,Transit,2016,0.95 m Kepler Telescope,41.6855,0.241,2.578,0.23,22.2481,0.07,0.0,5766.0,1.08,1.67,179.461,585.401782
2707,BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,9.2 m Hobby-Eberly Telescope,392.6,1.0,13.9,1.24,289.2253,0.91,0.2,4414.0,11.0,0.74,871.493,2842.810166
2708,BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,9.2 m Hobby-Eberly Telescope,2590.0,4.2,13.5,1.21,508.5,1.6,0.35,4943.0,7.6,1.52,442.042,1441.941004
2709,BD-11 4672 c,BD-11 4672,1,2,Radial Velocity,2020,3.58 m Telescopio Nazionale Galileo,74.2,0.3,4.04,0.36,15.37,0.04836,0.4,4550.0,0.64,0.65,27.1665,88.61712299999999
2710,CoRoT-16 b,CoRoT-16,1,1,Transit,2011,0.27 m CoRoT Telescope,5.35227,0.0618,13.11,1.17,170.032,0.535,0.33,5650.0,1.19,1.1,732.409,2389.1181579999998
2711,CoRoT-20 b,CoRoT-20,1,2,Transit,2011,0.27 m CoRoT Telescope,9.24285,0.09,9.416,0.84,1366.669,4.3,0.59,5880.0,1.02,1.14,844.061,2753.326982
2712,CoRoT-6 b,CoRoT-6,1,1,Transit,2009,0.27 m CoRoT Telescope,8.886593,0.0855,13.068,1.166,940.74,2.96,0.1,6090.0,1.02,1.05,645.294,2104.949028
2713,CoRoT-7 b,CoRoT-7,1,2,Transit,2009,0.27 m CoRoT Telescope,0.85359163,0.017016,1.681,0.15,4.07661,0.01283,0.0,5275.0,0.83,0.82,159.906,521.613372
2714,WASP-104 b,WASP-104,2,1,Transit,2014,Canon 200mm f/1.8L,1.7554137,0.02918,12.745,1.137,404.263,1.272,0.0,5475.0,0.96,1.08,185.932,606.510184
2715,WASP-105 b,WASP-105,1,1,Transit,2017,Canon 200mm f/1.8L,7.87288,0.075,10.761,0.96,572.094,1.8,0.0,5070.0,0.9,0.89,169.272,552.165264
2716,WASP-136 b,WASP-136,1,1,Transit,2016,Canon 200mm f/1.8L,5.215357,0.0661,15.468,1.38,479.9233,1.51,,6260.0,2.21,1.41,275.587,898.964794
2717,WASP-151 b,WASP-151,1,1,Transit,2017,Canon 200mm f/1.8L,4.533471,0.055,12.666,1.13,98.5273,0.31,0.003,5871.0,1.14,1.08,453.099,1478.008938
2718,WASP-156 b,WASP-156,1,1,Transit,2017,Canon 200mm f/1.8L,3.836169,0.0453,5.717,0.51,40.68224,0.128,0.007,4910.0,0.76,0.84,122.066,398.17929200000003
2719,CoRoT-9 b,CoRoT-9,2,1,Transit,2009,0.27 m CoRoT Telescope,95.272656,0.4021,11.949,1.066,266.9772,0.84,0.133,5625.0,0.96,0.96,412.98,1347.14076
2720,DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Telescopes,4098.1,5.75,12.4,1.1,3823.2733,12.0293,0.0,3579.0,0.42,0.51,30.5225,99.564395
2721,DS Tuc A b,DS Tuc A,2,1,Transit,2019,0.1 m TESS Telescope,8.138268,,5.7,0.509,413.179,1.3,0.0,5428.0,0.96,1.01,44.0622,143.73089639999998
2722,CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,0.27 m CoRoT Telescope,6.71837,0.071,6.389,0.57,47.6745,0.15,,5970.0,0.79,1.08,576.683,1881.139946
2723,EPIC 206042996 b,EPIC 206042996,1,1,Transit,2019,0.95 m Kepler Telescope,5.29711,,1.62,0.145,3.26,0.0102,,4055.0,0.67,0.56,451.769,1473.670478
